difficulty,label,count,success_rate_mean,success_rate_min,success_rate_max,collision_rate_mean,collision_rate_min,collision_rate_max,time_efficiency_mean,time_efficiency_min,time_efficiency_max,move_efficiency_mean,move_efficiency_min,move_efficiency_max,avg_episode_length_mean,avg_episode_length_min,avg_episode_length_max
hard,predictive_h3,3,0.6900000000000001,0.68,0.71,0.31,0.29,0.32,0.9878092928735016,0.9740084670231729,0.9958031014369043,0.9842746018595232,0.9708333333333333,0.991549295774648,6.306666666666667,6.22,6.43
