step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[5, 6]","[4, 6]",1,up,-0.14,running,1,1.0,4
2,"[4, 6]","[3, 6]",1,up,-0.13,running,2,2.0,3
3,"[3, 6]","[2, 6]",1,up,-0.12000000000000001,running,3,1.0,2
4,"[2, 6]","[2, 5]",3,left,-0.11,running,4,1.0,1
5,"[2, 5]","[1, 5]",1,up,-0.12000000000000001,running,5,1.0,2
6,"[1, 5]","[0, 5]",1,up,-0.13,running,6,1.0,3
7,"[0, 5]","[0, 4]",3,left,-0.12000000000000001,running,7,2.0,2
8,"[0, 4]","[0, 3]",3,left,-0.13,running,8,2.0,3
9,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,9,3.0,2
10,"[1, 3]","[0, 3]",1,up,-0.13,running,10,4.0,3
11,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,11,4.0,2
12,"[1, 3]","[0, 3]",1,up,-0.13,running,12,4.0,3
13,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,13,4.0,2
14,"[1, 3]","[0, 3]",1,up,-0.13,running,14,4.0,3
15,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,15,4.0,2
16,"[1, 3]","[0, 3]",1,up,-0.13,running,16,5.0,3
17,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,17,3.0,2
18,"[1, 3]","[0, 3]",1,up,-0.13,running,18,3.0,3
19,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,19,3.0,2
20,"[1, 3]","[0, 3]",1,up,-0.13,running,20,4.0,3
21,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,21,2.0,2
22,"[1, 3]","[0, 3]",1,up,-0.13,running,22,2.0,3
23,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,23,2.0,2
24,"[1, 3]","[0, 3]",1,up,-0.13,running,24,4.0,3
25,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,25,4.0,2
26,"[1, 3]","[0, 3]",1,up,-0.13,running,26,6.0,3
27,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,27,5.0,2
28,"[1, 3]","[0, 3]",1,up,-0.13,running,28,5.0,3
29,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,29,5.0,2
30,"[1, 3]","[0, 3]",1,up,-0.13,running,30,5.0,3
31,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,31,5.0,2
32,"[1, 3]","[0, 3]",1,up,-0.13,running,32,7.0,3
33,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,33,5.0,2
34,"[1, 3]","[0, 3]",1,up,-0.13,running,34,5.0,3
35,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,35,3.0,2
36,"[1, 3]","[0, 3]",1,up,-0.13,running,36,3.0,3
37,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,37,3.0,2
38,"[1, 3]","[0, 3]",1,up,-0.13,running,38,4.0,3
39,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,39,2.0,2
40,"[1, 3]","[0, 3]",1,up,-0.13,running,40,2.0,3
41,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,41,2.0,2
42,"[1, 3]","[2, 3]",2,down,-0.11,running,42,2.0,1
43,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,43,1.0,2
44,"[1, 3]","[2, 3]",2,down,-0.11,running,44,3.0,1
45,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,45,2.0,2
46,"[1, 3]","[2, 3]",2,down,-0.11,running,46,2.0,1
47,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,47,2.0,2
48,"[1, 3]","[2, 3]",2,down,-0.11,running,48,3.0,1
49,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,49,1.0,2
50,"[1, 3]","[2, 3]",2,down,-0.11,running,50,2.0,1
51,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,51,1.0,2
52,"[1, 3]","[2, 3]",2,down,-0.11,running,52,1.0,1
53,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,53,1.0,2
54,"[1, 3]","[0, 3]",1,up,-0.13,running,54,3.0,3
55,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,55,1.0,2
56,"[1, 3]","[2, 3]",2,down,-0.11,running,56,1.0,1
57,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,57,1.0,2
58,"[1, 3]","[2, 3]",2,down,-10.11,collision,58,0.0,1
