step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[1, 2]","[1, 3]",4,right,-0.17,running,1,3.0,7
2,"[1, 3]","[1, 4]",4,right,-0.16,running,2,3.0,6
3,"[1, 4]","[1, 5]",4,right,-0.15000000000000002,running,3,3.0,5
4,"[1, 5]","[2, 5]",2,down,-0.14,running,4,3.0,4
5,"[2, 5]","[2, 6]",4,right,-0.13,running,5,3.0,3
6,"[2, 6]","[3, 6]",2,down,-0.12000000000000001,running,6,3.0,2
7,"[3, 6]","[3, 7]",4,right,-0.11,running,7,3.0,1
8,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,8,1.0,2
9,"[4, 7]","[4, 8]",4,right,-0.11,running,9,1.0,1
10,"[4, 8]","[4, 7]",3,left,-0.12000000000000001,running,10,3.0,2
11,"[4, 7]","[3, 7]",1,up,-0.11,running,11,3.0,1
12,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,12,1.0,2
13,"[4, 7]","[3, 7]",1,up,-0.11,running,13,3.0,1
14,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,14,3.0,2
15,"[4, 7]","[3, 7]",1,up,-0.11,running,15,3.0,1
16,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,16,3.0,2
17,"[4, 7]","[3, 7]",1,up,-0.11,running,17,3.0,1
18,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,18,5.0,2
19,"[4, 7]","[3, 7]",1,up,-0.11,running,19,4.0,1
20,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,20,4.0,2
21,"[4, 7]","[3, 7]",1,up,-0.11,running,21,4.0,1
22,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,22,3.0,2
23,"[4, 7]","[3, 7]",1,up,-0.11,running,23,2.0,1
24,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,24,3.0,2
25,"[4, 7]","[3, 7]",1,up,-0.11,running,25,2.0,1
26,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,26,1.0,2
27,"[4, 7]","[3, 7]",1,up,-0.11,running,27,1.0,1
28,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,28,1.0,2
29,"[4, 7]","[3, 7]",1,up,-0.11,running,29,1.0,1
30,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,30,1.0,2
31,"[4, 7]","[3, 7]",1,up,-0.11,running,31,2.0,1
32,"[3, 7]","[3, 6]",3,left,-10.12,collision,32,0.0,2
