step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[0, 5]","[1, 5]",2,down,-0.14,running,1,5.0,4
2,"[1, 5]","[1, 6]",4,right,-0.13,running,2,5.0,3
3,"[1, 6]","[2, 6]",2,down,-0.12000000000000001,running,3,4.0,2
4,"[2, 6]","[2, 7]",4,right,-0.11,running,4,6.0,1
5,"[2, 7]","[3, 7]",2,down,-0.12000000000000001,running,5,4.0,2
6,"[3, 7]","[2, 7]",1,up,-0.11,running,6,4.0,1
7,"[2, 7]","[3, 7]",2,down,-0.12000000000000001,running,7,3.0,2
8,"[3, 7]","[2, 7]",1,up,-0.11,running,8,3.0,1
9,"[2, 7]","[3, 7]",2,down,-0.12000000000000001,running,9,2.0,2
10,"[3, 7]","[2, 7]",1,up,-0.11,running,10,2.0,1
11,"[2, 7]","[3, 7]",2,down,-0.12000000000000001,running,11,2.0,2
12,"[3, 7]","[2, 7]",1,up,-0.11,running,12,2.0,1
13,"[2, 7]","[3, 7]",2,down,-0.12000000000000001,running,13,3.0,2
14,"[3, 7]","[2, 7]",1,up,-0.11,running,14,2.0,1
15,"[2, 7]","[3, 7]",2,down,-0.12000000000000001,running,15,2.0,2
16,"[3, 7]","[2, 7]",1,up,-0.11,running,16,2.0,1
17,"[2, 7]","[3, 7]",2,down,-0.12000000000000001,running,17,2.0,2
18,"[3, 7]","[3, 8]",4,right,-0.11,running,18,3.0,1
19,"[3, 8]","[3, 7]",3,left,-0.12000000000000001,running,19,3.0,2
20,"[3, 7]","[3, 8]",4,right,-0.11,running,20,3.0,1
21,"[3, 8]","[2, 8]",1,up,9.9,success,21,5.0,0
