step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[3, 10]","[4, 10]",2,down,-0.15000000000000002,running,1,3.0,5
2,"[4, 10]","[5, 10]",2,down,-0.14,running,2,3.0,4
3,"[5, 10]","[6, 10]",2,down,-0.13,running,3,1.0,3
4,"[6, 10]","[6, 11]",4,right,-0.12000000000000001,running,4,3.0,2
5,"[6, 11]","[5, 11]",1,up,-0.13,running,5,3.0,3
6,"[5, 11]","[4, 11]",1,up,-0.14,running,6,4.0,4
7,"[4, 11]","[5, 11]",2,down,-0.13,running,7,2.0,3
8,"[5, 11]","[6, 11]",2,down,-0.12000000000000001,running,8,1.0,2
9,"[6, 11]","[7, 11]",2,down,-0.11,running,9,1.0,1
10,"[7, 11]","[6, 11]",1,up,-0.12000000000000001,running,10,1.0,2
11,"[6, 11]","[7, 11]",2,down,-0.11,running,11,3.0,1
12,"[7, 11]","[6, 11]",1,up,-0.12000000000000001,running,12,1.0,2
13,"[6, 11]","[7, 11]",2,down,-0.11,running,13,3.0,1
14,"[7, 11]","[6, 11]",1,up,-0.12000000000000001,running,14,3.0,2
15,"[6, 11]","[5, 11]",1,up,-0.13,running,15,2.0,3
16,"[5, 11]","[6, 11]",2,down,-0.12000000000000001,running,16,4.0,2
17,"[6, 11]","[7, 11]",2,down,-0.11,running,17,4.0,1
18,"[7, 11]","[8, 11]",2,down,9.9,success,18,5.0,0
