step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[7, 9]","[7, 10]",4,right,-0.18,running,1,2.0,8
2,"[7, 10]","[6, 10]",1,up,-0.17,running,2,2.0,7
3,"[6, 10]","[5, 10]",1,up,-0.16,running,3,2.0,6
4,"[5, 10]","[4, 10]",1,up,-0.15000000000000002,running,4,2.0,5
5,"[4, 10]","[4, 11]",4,right,-0.16,running,5,4.0,6
6,"[4, 11]","[3, 11]",1,up,-0.15000000000000002,running,6,4.0,5
7,"[3, 11]","[2, 11]",1,up,-0.14,running,7,2.0,4
8,"[2, 11]","[1, 11]",1,up,-0.13,running,8,2.0,3
9,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,9,4.0,2
10,"[0, 11]","[1, 11]",2,down,-0.13,running,10,4.0,3
11,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,11,3.0,2
12,"[0, 11]","[1, 11]",2,down,-0.13,running,12,3.0,3
13,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,13,1.0,2
14,"[0, 11]","[1, 11]",2,down,-0.13,running,14,1.0,3
15,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,15,1.0,2
16,"[0, 11]","[1, 11]",2,down,-0.13,running,16,1.0,3
17,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,17,1.0,2
18,"[0, 11]","[1, 11]",2,down,-0.13,running,18,1.0,3
19,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,19,3.0,2
20,"[0, 11]","[1, 11]",2,down,-0.13,running,20,3.0,3
21,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,21,5.0,2
22,"[0, 11]","[1, 11]",2,down,-0.13,running,22,5.0,3
23,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,23,4.0,2
24,"[0, 11]","[1, 11]",2,down,-0.13,running,24,4.0,3
25,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,25,4.0,2
26,"[0, 11]","[1, 11]",2,down,-0.13,running,26,2.0,3
27,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,27,2.0,2
28,"[0, 11]","[1, 11]",2,down,-0.13,running,28,2.0,3
29,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,29,2.0,2
30,"[0, 11]","[1, 11]",2,down,-0.13,running,30,2.0,3
31,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,31,4.0,2
32,"[0, 11]","[1, 11]",2,down,-0.13,running,32,4.0,3
33,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,33,3.0,2
34,"[0, 11]","[1, 11]",2,down,-0.13,running,34,3.0,3
35,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,35,1.0,2
36,"[0, 11]","[0, 10]",3,left,-0.11,running,36,1.0,1
37,"[0, 10]","[0, 11]",4,right,-0.12000000000000001,running,37,1.0,2
38,"[0, 11]","[0, 10]",3,left,-0.11,running,38,1.0,1
39,"[0, 10]","[0, 11]",4,right,-0.12000000000000001,running,39,1.0,2
40,"[0, 11]","[1, 11]",2,down,-0.13,running,40,1.0,3
41,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,41,3.0,2
42,"[0, 11]","[0, 10]",3,left,-0.11,running,42,3.0,1
43,"[0, 10]","[0, 11]",4,right,-0.12000000000000001,running,43,5.0,2
44,"[0, 11]","[0, 10]",3,left,-0.11,running,44,4.0,1
45,"[0, 10]","[0, 11]",4,right,-0.12000000000000001,running,45,6.0,2
46,"[0, 11]","[0, 10]",3,left,-0.11,running,46,4.0,1
47,"[0, 10]","[0, 11]",4,right,-0.12000000000000001,running,47,4.0,2
48,"[0, 11]","[0, 10]",3,left,-0.11,running,48,2.0,1
49,"[0, 10]","[0, 11]",4,right,-0.12000000000000001,running,49,2.0,2
50,"[0, 11]","[1, 11]",2,down,-0.13,running,50,2.0,3
51,"[1, 11]","[0, 11]",1,up,-0.12000000000000001,running,51,2.0,2
52,"[0, 11]","[0, 10]",3,left,-0.11,running,52,2.0,1
53,"[0, 10]","[0, 11]",4,right,-0.12000000000000001,running,53,4.0,2
54,"[0, 11]","[0, 10]",3,left,-0.11,running,54,3.0,1
55,"[0, 10]","[0, 11]",4,right,-0.12000000000000001,running,55,3.0,2
56,"[0, 11]","[0, 11]",0,stay,-0.12000000000000001,running,55,2.0,2
57,"[0, 11]","[0, 11]",0,stay,-0.12000000000000001,running,55,1.0,2
58,"[0, 11]","[0, 11]",0,stay,-10.12,collision,55,0.0,2
