step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[5, 9]","[4, 9]",1,up,-0.16,running,1,2.0,6
2,"[4, 9]","[3, 9]",1,up,-0.17,running,2,2.0,7
3,"[3, 9]","[2, 9]",1,up,-0.18,running,3,2.0,8
4,"[2, 9]","[1, 9]",1,up,-0.19,running,4,3.0,9
5,"[1, 9]","[0, 9]",1,up,-0.2,running,5,5.0,10
6,"[0, 9]","[1, 9]",2,down,-0.19,running,6,3.0,9
7,"[1, 9]","[0, 9]",1,up,-0.2,running,7,3.0,10
8,"[0, 9]","[1, 9]",2,down,-0.19,running,8,3.0,9
9,"[1, 9]","[0, 9]",1,up,-0.2,running,9,4.0,10
10,"[0, 9]","[1, 9]",2,down,-0.19,running,10,2.0,9
11,"[1, 9]","[2, 9]",2,down,-0.18,running,11,3.0,8
12,"[2, 9]","[1, 9]",1,up,-0.19,running,12,2.0,9
13,"[1, 9]","[2, 9]",2,down,-0.18,running,13,2.0,8
14,"[2, 9]","[3, 9]",2,down,-0.17,running,14,1.0,7
15,"[3, 9]","[2, 9]",1,up,-0.18,running,15,2.0,8
16,"[2, 9]","[1, 9]",1,up,-0.19,running,16,2.0,9
17,"[1, 9]","[0, 9]",1,up,-0.2,running,17,3.0,10
18,"[0, 9]","[1, 9]",2,down,-0.19,running,18,3.0,9
19,"[1, 9]","[2, 9]",2,down,-0.18,running,19,2.0,8
20,"[2, 9]","[1, 9]",1,up,-0.19,running,20,3.0,9
21,"[1, 9]","[0, 9]",1,up,-0.2,running,21,5.0,10
22,"[0, 9]","[1, 9]",2,down,-0.19,running,22,4.0,9
23,"[1, 9]","[0, 9]",1,up,-0.2,running,23,4.0,10
24,"[0, 9]","[1, 9]",2,down,-0.19,running,24,3.0,9
25,"[1, 9]","[0, 9]",1,up,-0.2,running,25,4.0,10
26,"[0, 9]","[1, 9]",2,down,-0.19,running,26,2.0,9
27,"[1, 9]","[0, 9]",1,up,-0.2,running,27,4.0,10
28,"[0, 9]","[1, 9]",2,down,-0.19,running,28,2.0,9
29,"[1, 9]","[0, 9]",1,up,-0.2,running,29,4.0,10
30,"[0, 9]","[1, 9]",2,down,-0.19,running,30,2.0,9
31,"[1, 9]","[0, 9]",1,up,-0.2,running,31,2.0,10
32,"[0, 9]","[1, 9]",2,down,-0.19,running,32,2.0,9
33,"[1, 9]","[0, 9]",1,up,-0.2,running,33,2.0,10
34,"[0, 9]","[1, 9]",2,down,-0.19,running,34,2.0,9
35,"[1, 9]","[2, 9]",2,down,-0.18,running,35,2.0,8
36,"[2, 9]","[1, 9]",1,up,-0.19,running,36,3.0,9
37,"[1, 9]","[0, 9]",1,up,-0.2,running,37,5.0,10
38,"[0, 9]","[1, 9]",2,down,-0.19,running,38,3.0,9
39,"[1, 9]","[0, 9]",1,up,-0.2,running,39,3.0,10
40,"[0, 9]","[1, 9]",2,down,-0.19,running,40,3.0,9
41,"[1, 9]","[2, 9]",2,down,-0.18,running,41,3.0,8
42,"[2, 9]","[1, 9]",1,up,-0.19,running,42,3.0,9
43,"[1, 9]","[0, 9]",1,up,-0.2,running,43,5.0,10
44,"[0, 9]","[0, 10]",4,right,-0.21000000000000002,running,44,5.0,11
45,"[0, 10]","[0, 11]",4,right,-0.22,running,45,5.0,12
46,"[0, 11]","[1, 11]",2,down,-0.21000000000000002,running,46,5.0,11
47,"[1, 11]","[0, 11]",1,up,-0.22,running,47,5.0,12
48,"[0, 11]","[0, 10]",3,left,-0.21000000000000002,running,48,5.0,11
49,"[0, 10]","[1, 10]",2,down,-0.2,running,49,4.0,10
50,"[1, 10]","[0, 10]",1,up,-0.21000000000000002,running,50,6.0,11
51,"[0, 10]","[0, 11]",4,right,-0.22,running,51,4.0,12
52,"[0, 11]","[0, 10]",3,left,-0.21000000000000002,running,52,4.0,11
53,"[0, 10]","[0, 11]",4,right,-0.22,running,53,4.0,12
54,"[0, 11]","[0, 10]",3,left,-0.21000000000000002,running,54,4.0,11
55,"[0, 10]","[1, 10]",2,down,-0.2,running,55,3.0,10
56,"[1, 10]","[0, 10]",1,up,-0.21000000000000002,running,56,4.0,11
57,"[0, 10]","[1, 10]",2,down,-0.2,running,57,2.0,10
58,"[1, 10]","[0, 10]",1,up,-0.21000000000000002,running,58,2.0,11
59,"[0, 10]","[1, 10]",2,down,-10.2,collision,59,0.0,10
