step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[9, 2]","[8, 2]",1,up,-0.12000000000000001,running,1,3.0,2
2,"[8, 2]","[7, 2]",1,up,-0.11,running,2,3.0,1
3,"[7, 2]","[6, 2]",1,up,-0.12000000000000001,running,3,3.0,2
4,"[6, 2]","[6, 3]",4,right,-0.11,running,4,3.0,1
5,"[6, 3]","[6, 4]",4,right,-0.12000000000000001,running,5,5.0,2
6,"[6, 4]","[6, 3]",3,left,-0.11,running,6,5.0,1
7,"[6, 3]","[6, 2]",3,left,-0.12000000000000001,running,7,5.0,2
8,"[6, 2]","[6, 1]",3,left,-0.13,running,8,5.0,3
9,"[6, 1]","[6, 2]",4,right,-0.12000000000000001,running,9,7.0,2
10,"[6, 2]","[6, 1]",3,left,-0.13,running,10,6.0,3
11,"[6, 1]","[7, 1]",2,down,-0.12000000000000001,running,11,6.0,2
12,"[7, 1]","[7, 0]",3,left,-0.13,running,12,5.0,3
13,"[7, 0]","[7, 1]",4,right,-0.12000000000000001,running,13,5.0,2
14,"[7, 1]","[7, 2]",4,right,-0.11,running,14,5.0,1
15,"[7, 2]","[6, 2]",1,up,-0.12000000000000001,running,15,3.0,2
16,"[6, 2]","[6, 1]",3,left,-0.13,running,16,1.0,3
17,"[6, 1]","[6, 2]",4,right,-0.12000000000000001,running,17,3.0,2
18,"[6, 2]","[6, 3]",4,right,-0.11,running,18,5.0,1
19,"[6, 3]","[6, 2]",3,left,-0.12000000000000001,running,19,4.0,2
20,"[6, 2]","[7, 2]",2,down,-0.11,running,20,4.0,1
21,"[7, 2]","[6, 2]",1,up,-0.12000000000000001,running,21,4.0,2
22,"[6, 2]","[7, 2]",2,down,-0.11,running,22,5.0,1
23,"[7, 2]","[6, 2]",1,up,-0.12000000000000001,running,23,4.0,2
24,"[6, 2]","[7, 2]",2,down,-0.11,running,24,3.0,1
25,"[7, 2]","[6, 2]",1,up,-0.12000000000000001,running,25,3.0,2
26,"[6, 2]","[6, 3]",4,right,-0.11,running,26,3.0,1
27,"[6, 3]","[7, 3]",2,down,9.9,success,27,5.0,0
