step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[1, 7]","[2, 7]",2,down,-0.14,running,1,3.0,4
2,"[2, 7]","[3, 7]",2,down,-0.13,running,2,2.0,3
3,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,3,2.0,2
4,"[4, 7]","[5, 7]",2,down,-0.11,running,4,4.0,1
5,"[5, 7]","[6, 7]",2,down,-0.12000000000000001,running,5,6.0,2
6,"[6, 7]","[6, 6]",3,left,-0.11,running,6,6.0,1
7,"[6, 6]","[7, 6]",2,down,-0.12000000000000001,running,7,6.0,2
8,"[7, 6]","[6, 6]",1,up,-0.11,running,8,4.0,1
9,"[6, 6]","[7, 6]",2,down,-0.12000000000000001,running,9,4.0,2
10,"[7, 6]","[6, 6]",1,up,-0.11,running,10,2.0,1
11,"[6, 6]","[7, 6]",2,down,-0.12000000000000001,running,11,2.0,2
12,"[7, 6]","[6, 6]",1,up,-10.11,collision,12,0.0,1
