step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[0, 1]","[1, 1]",2,down,-0.18,running,1,1.0,8
2,"[1, 1]","[1, 2]",4,right,-0.17,running,2,1.0,7
3,"[1, 2]","[2, 2]",2,down,-0.16,running,3,3.0,6
4,"[2, 2]","[3, 2]",2,down,-0.15000000000000002,running,4,4.0,5
5,"[3, 2]","[4, 2]",2,down,-0.14,running,5,4.0,4
6,"[4, 2]","[4, 3]",4,right,-0.13,running,6,4.0,3
7,"[4, 3]","[5, 3]",2,down,-0.12000000000000001,running,7,2.0,2
8,"[5, 3]","[6, 3]",2,down,-0.11,running,8,4.0,1
9,"[6, 3]","[7, 3]",2,down,-0.12000000000000001,running,9,6.0,2
10,"[7, 3]","[7, 4]",4,right,-0.11,running,10,7.0,1
11,"[7, 4]","[7, 3]",3,left,-0.12000000000000001,running,11,7.0,2
12,"[7, 3]","[7, 4]",4,right,-0.11,running,12,8.0,1
13,"[7, 4]","[7, 3]",3,left,-0.12000000000000001,running,13,8.0,2
14,"[7, 3]","[7, 4]",4,right,-0.11,running,14,7.0,1
15,"[7, 4]","[7, 3]",3,left,-0.12000000000000001,running,15,6.0,2
16,"[7, 3]","[7, 4]",4,right,-0.11,running,16,6.0,1
17,"[7, 4]","[7, 3]",3,left,-0.12000000000000001,running,17,4.0,2
18,"[7, 3]","[7, 4]",4,right,-0.11,running,18,4.0,1
19,"[7, 4]","[7, 3]",3,left,-0.12000000000000001,running,19,2.0,2
20,"[7, 3]","[7, 4]",4,right,-0.11,running,20,4.0,1
21,"[7, 4]","[7, 3]",3,left,-0.12000000000000001,running,21,4.0,2
22,"[7, 3]","[7, 4]",4,right,-0.11,running,22,6.0,1
23,"[7, 4]","[6, 4]",1,up,9.9,success,23,6.0,0
