step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[7, 0]","[7, 1]",4,right,-0.2,running,1,3.0,10
2,"[7, 1]","[7, 2]",4,right,-0.19,running,2,3.0,9
3,"[7, 2]","[7, 3]",4,right,-0.18,running,3,5.0,8
4,"[7, 3]","[7, 4]",4,right,-0.17,running,4,5.0,7
5,"[7, 4]","[6, 4]",1,up,-0.16,running,5,4.0,6
6,"[6, 4]","[6, 5]",4,right,-0.15000000000000002,running,6,4.0,5
7,"[6, 5]","[5, 5]",1,up,-0.14,running,7,4.0,4
8,"[5, 5]","[4, 5]",1,up,-0.13,running,8,4.0,3
9,"[4, 5]","[3, 5]",1,up,-0.12000000000000001,running,9,4.0,2
10,"[3, 5]","[2, 5]",1,up,-0.11,running,10,2.0,1
11,"[2, 5]","[2, 6]",4,right,-0.12000000000000001,running,11,2.0,2
12,"[2, 6]","[1, 6]",1,up,-0.11,running,12,2.0,1
13,"[1, 6]","[1, 7]",4,right,-0.12000000000000001,running,13,2.0,2
14,"[1, 7]","[0, 7]",1,up,-0.13,running,14,2.0,3
15,"[0, 7]","[1, 7]",2,down,-0.12000000000000001,running,15,4.0,2
16,"[1, 7]","[0, 7]",1,up,-0.13,running,16,4.0,3
17,"[0, 7]","[1, 7]",2,down,-0.12000000000000001,running,17,2.0,2
18,"[1, 7]","[0, 7]",1,up,-0.13,running,18,4.0,3
19,"[0, 7]","[1, 7]",2,down,-0.12000000000000001,running,19,4.0,2
20,"[1, 7]","[0, 7]",1,up,-0.13,running,20,6.0,3
21,"[0, 7]","[1, 7]",2,down,-0.12000000000000001,running,21,6.0,2
22,"[1, 7]","[0, 7]",1,up,-0.13,running,22,4.0,3
23,"[0, 7]","[1, 7]",2,down,-0.12000000000000001,running,23,4.0,2
24,"[1, 7]","[0, 7]",1,up,-0.13,running,24,2.0,3
25,"[0, 7]","[1, 7]",2,down,-0.12000000000000001,running,25,2.0,2
26,"[1, 7]","[0, 7]",1,up,-10.13,collision,26,0.0,3
