step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[7, 3]","[6, 3]",1,up,-0.13,running,1,2.0,3
2,"[6, 3]","[5, 3]",1,up,-0.12000000000000001,running,2,2.0,2
3,"[5, 3]","[4, 3]",1,up,-0.11,running,3,2.0,1
4,"[4, 3]","[4, 2]",3,left,-0.12000000000000001,running,4,4.0,2
5,"[4, 2]","[3, 2]",1,up,-0.11,running,5,5.0,1
6,"[3, 2]","[4, 2]",2,down,-0.12000000000000001,running,6,5.0,2
7,"[4, 2]","[3, 2]",1,up,-0.11,running,7,3.0,1
8,"[3, 2]","[4, 2]",2,down,-0.12000000000000001,running,8,5.0,2
9,"[4, 2]","[3, 2]",1,up,-0.11,running,9,5.0,1
10,"[3, 2]","[4, 2]",2,down,-0.12000000000000001,running,10,4.0,2
11,"[4, 2]","[3, 2]",1,up,-0.11,running,11,4.0,1
12,"[3, 2]","[4, 2]",2,down,-0.12000000000000001,running,12,2.0,2
13,"[4, 2]","[3, 2]",1,up,-0.11,running,13,4.0,1
14,"[3, 2]","[4, 2]",2,down,-0.12000000000000001,running,14,4.0,2
15,"[4, 2]","[4, 3]",4,right,-0.11,running,15,4.0,1
16,"[4, 3]","[3, 3]",1,up,9.9,success,16,3.0,0
