step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[3, 4]","[3, 5]",4,right,-0.13,running,1,1.0,3
2,"[3, 5]","[4, 5]",2,down,-0.12000000000000001,running,2,3.0,2
3,"[4, 5]","[5, 5]",2,down,-0.11,running,3,3.0,1
4,"[5, 5]","[4, 5]",1,up,-0.12000000000000001,running,4,1.0,2
5,"[4, 5]","[5, 5]",2,down,-0.11,running,5,3.0,1
6,"[5, 5]","[6, 5]",2,down,-0.12000000000000001,running,6,5.0,2
7,"[6, 5]","[5, 5]",1,up,-0.11,running,7,3.0,1
8,"[5, 5]","[4, 5]",1,up,-0.12000000000000001,running,8,1.0,2
9,"[4, 5]","[5, 5]",2,down,-0.11,running,9,1.0,1
10,"[5, 5]","[4, 5]",1,up,-0.12000000000000001,running,10,1.0,2
11,"[4, 5]","[5, 5]",2,down,-0.11,running,11,3.0,1
12,"[5, 5]","[4, 5]",1,up,-0.12000000000000001,running,12,1.0,2
13,"[4, 5]","[5, 5]",2,down,-0.11,running,13,1.0,1
14,"[5, 5]","[5, 6]",4,right,9.9,success,14,3.0,0
