global_step,entropy,episode_return,loss,policy_loss,popart_mu,popart_sigma,returns_mean,returns_norm_mean,returns_norm_std,returns_std,value_loss,value_pred_mean,value_pred_raw_mean,value_pred_raw_std,value_pred_std
1024.0,1.4754526615142822,-9.281379310344828,1.7507811784744263,-0.018192211166024208,-0.120555579662323,1.0876524448394775,-4.82222318649292,-4.3227667808532715,4.144978046417236,4.50829553604126,7.13491153717041,-4.32421875,-4.823354244232178,0.13880878686904907,0.1275634765625
2048.0,1.448425054550171,-11.218039215686275,0.8673624396324158,0.05491877347230911,-0.2976384460926056,1.12453293800354,-7.203869819641113,-6.141421318054199,2.2801663875579834,2.564122200012207,3.307711601257324,-5.39453125,-6.362147331237793,0.04629654809832573,0.041168212890625
3072.0,1.4476256370544434,-11.109047619047619,0.9242273569107056,0.03660174086689949,-0.47328782081604004,1.1734304428100586,-7.32361364364624,-5.837862968444824,2.626430034637451,3.08193302154541,3.608407497406006,-5.39453125,-6.802750587463379,0.0712958574295044,0.060760498046875
4096.0,1.3998098373413086,-9.986153846153847,0.9201687574386597,0.07771412283182144,-0.644208550453186,1.2379419803619385,-7.310115814208984,-5.384668350219727,3.0338449478149414,3.7557241916656494,3.4258108139038086,-4.890625,-6.696516036987305,0.3300051987171173,0.2666015625
5120.0,1.3533360958099365,-9.815573770491806,0.9867470264434814,0.06631834805011749,-0.8103063106536865,1.305270791053772,-7.288116455078125,-4.962808609008789,3.013179063796997,3.9330151081085205,3.7358479499816895,-4.671875,-6.908647537231445,0.368928462266922,0.28271484375
6144.0,1.3425394296646118,-8.484285714285715,0.7829456329345703,0.19526226818561554,-0.9408923983573914,1.3740023374557495,-6.033750057220459,-3.7065858840942383,2.952333450317383,4.056512832641602,2.404435157775879,-3.740234375,-6.081094264984131,1.217511534690857,0.88623046875
7168.0,1.3078886270523071,-9.512264150943397,0.4691706597805023,-0.04634110629558563,-1.08473801612854,1.4310479164123535,-6.694714069366455,-3.920187473297119,2.5558953285217285,3.6576085090637207,2.1143627166748047,-3.224609375,-5.699341773986816,1.854912519454956,1.2958984375
8192.0,1.2890793085098267,-10.956862745098041,0.3763139545917511,-0.07041513919830322,-1.227371335029602,1.4727145433425903,-6.790070056915283,-3.7771739959716797,2.104428291320801,3.099222183227539,1.8384795188903809,-3.63671875,-6.582438945770264,1.431944489479065,0.97216796875
9216.0,1.3031411170959473,-8.991132075471697,0.6111195683479309,0.07976303994655609,-1.3549375534057617,1.546836018562317,-6.33001708984375,-3.216294050216675,2.870206117630005,4.4397382736206055,2.177551746368408,-2.728515625,-5.574783802032471,2.276803970336914,1.4716796875
10240.0,1.3158247470855713,-8.8398,0.47881871461868286,-0.0044948384165763855,-1.4660139083862305,1.614434003829956,-5.797992706298828,-2.6832802295684814,2.63425612449646,4.252832412719727,1.9858872890472412,-2.556640625,-5.5933122634887695,2.538283109664917,1.572265625
11264.0,1.2059146165847778,-8.352857142857143,0.24697381258010864,-0.221785306930542,-1.5867741107940674,1.675909399986267,-6.296419143676758,-2.8102025985717773,2.4317781925201416,4.075439453125,1.9232730865478516,-2.978515625,-6.577120780944824,2.12357497215271,1.267578125
12288.0,1.1392762660980225,-10.044912280701755,0.28784486651420593,0.06070072576403618,-1.724910855293274,1.7190942764282227,-7.112241744995117,-3.133819580078125,1.9806722402572632,3.4049620628356934,0.9541476368904114,-3.021484375,-6.918285369873047,2.1548011302948,1.25390625
13312.0,1.1890672445297241,-10.771052631578948,0.20383962988853455,-0.053366437554359436,-1.856644630432129,1.756013035774231,-6.994261264801025,-2.9257280826568604,1.8208328485488892,3.19740629196167,1.0763869285583496,-2.857421875,-6.875336647033691,2.387604236602783,1.359375
14336.0,1.1957371234893799,-8.557500000000001,0.2590941786766052,-0.05917145684361458,-1.9649603366851807,1.827436089515686,-6.189270973205566,-2.311605453491211,2.525496482849121,4.6151838302612305,1.320892095565796,-2.28125,-6.134723663330078,3.0648419857025146,1.6767578125
15360.0,1.2202783823013306,-11.125400000000003,0.07745194435119629,-0.09463335573673248,-2.082052707672119,1.8773431777954102,-6.64865779876709,-2.4324827194213867,2.037766456604004,3.825587034225464,0.7371523380279541,-2.501953125,-6.779806137084961,2.6863625049591064,1.4306640625
16384.0,1.1778686046600342,-8.904878048780489,0.20004549622535706,-0.08699613809585571,-2.1859500408172607,1.9461920261383057,-6.237941741943359,-2.082010269165039,2.3808324337005615,4.633556842803955,1.1952812671661377,-2.3828125,-6.824492931365967,2.8079144954681396,1.4423828125
17408.0,1.1230123043060303,-10.475217391304346,0.18670551478862762,-0.0448981411755085,-2.311232328414917,1.985925555229187,-7.19723653793335,-2.460315704345703,1.7811650037765503,3.5372612476348877,0.9713351130485535,-2.310546875,-6.898807048797607,2.3271021842956543,1.171875
18432.0,1.182269811630249,-9.13561403508772,0.1352197378873825,-0.0011558830738067627,-2.4259884357452393,2.044935464859009,-6.901472568511963,-2.188570022583008,2.1264452934265137,4.348443508148193,0.5927932858467102,-1.908203125,-6.328536510467529,3.449307441711426,1.6865234375
19456.0,1.1520588397979736,-7.659245283018866,0.3156653642654419,-0.0093555748462677,-2.49588680267334,2.116084098815918,-5.221921443939209,-1.2882449626922607,2.3124167919158936,4.89326810836792,1.3461661338806152,-1.267578125,-5.177609443664551,2.8504459857940674,1.3466796875
20480.0,1.129157543182373,-10.588571428571429,0.04907422885298729,-0.07766885310411453,-2.598649024963379,2.1552422046661377,-6.606367111206055,-1.8595209121704102,1.7094155550003052,3.684204578399658,0.55213862657547,-1.84765625,-6.581070423126221,2.815369129180908,1.306640625
21504.0,1.1133294105529785,-5.525121951219513,0.24022968113422394,0.0030600354075431824,-2.635477066040039,2.2134854793548584,-4.071767807006836,-0.6488819718360901,2.0271904468536377,4.487156867980957,0.9932117462158203,-0.38671875,-3.491591215133667,2.8406593799591064,1.283203125
22528.0,1.131239652633667,-9.791052631578946,0.11650902032852173,0.002105478197336197,-2.7134578227996826,2.252086639404297,-5.754708290100098,-1.350414514541626,1.6692814826965332,3.759366750717163,0.5028637647628784,-1.287109375,-5.61309814453125,3.014831304550171,1.3388671875
23552.0,1.0338159799575806,-9.701190476190478,0.2977100908756256,0.07414108514785767,-2.7781341075897217,2.3028600215911865,-5.30049991607666,-1.0953187942504883,1.8607783317565918,4.285111904144287,0.9356285929679871,-0.9951171875,-5.070231914520264,2.847295045852661,1.236328125
24576.0,1.124140977859497,-10.007000000000001,0.1932024508714676,0.08699111640453339,-2.8880834579467773,2.3525524139404297,-7.1761016845703125,-1.8227088451385498,1.8246753215789795,4.292644500732422,0.46981096267700195,-1.9365234375,-7.443164825439453,2.509355068206787,1.06640625
25600.0,1.1405243873596191,-8.688500000000001,0.17822283506393433,0.0021570976823568344,-2.960028886795044,2.40423846244812,-5.765893936157227,-1.1670494079589844,1.8393148183822632,4.4221510887146,0.7498839497566223,-1.2939453125,-6.071231842041016,3.1696178913116455,1.318359375
26624.0,1.1731644868850708,-9.776274509803923,0.07700557261705399,0.010483309626579285,-3.068366527557373,2.4375457763671875,-7.293532371520996,-1.7333687543869019,1.5336534976959229,3.7383508682250977,0.3130156397819519,-1.62109375,-7.0208964347839355,2.3977298736572266,0.98388671875
27648.0,1.1899447441101074,-9.567777777777778,0.01305004395544529,-0.12557652592658997,-3.1521809101104736,2.4917004108428955,-6.4209394454956055,-1.3118586540222168,1.8485275506973267,4.605976581573486,0.6021040678024292,-1.3642578125,-6.550423622131348,3.481548547744751,1.3974609375
28672.0,1.1700942516326904,-7.119574468085107,0.05949413776397705,-0.0626925677061081,-3.199260711669922,2.548111915588379,-5.035374641418457,-0.7205783128738403,1.8643125295639038,4.750476837158203,0.535550594329834,-0.7548828125,-5.122998237609863,3.40259051322937,1.3349609375
29696.0,1.2193137407302856,-8.57982456140351,0.03589536249637604,-0.09168947488069534,-3.2387001514434814,2.617471218109131,-4.776834964752197,-0.5876415967941284,2.034437894821167,5.325082778930664,0.5591118931770325,-0.6005859375,-4.810834884643555,4.525120735168457,1.728515625
30720.0,1.1832674741744995,-7.181800000000001,0.037533726543188095,-0.06117350608110428,-3.3081114292144775,2.6825103759765625,-6.01515007019043,-1.0091439485549927,1.9465268850326538,5.221578598022461,0.44215962290763855,-1.1005859375,-6.26110315322876,3.492746353149414,1.3017578125
31744.0,1.1186140775680542,-8.417111111111112,-0.10641911625862122,-0.15856331586837769,-3.3533849716186523,2.7336740493774414,-5.119043350219727,-0.6458921432495117,1.7307685613632202,4.731357097625732,0.2533213496208191,-0.6708984375,-5.187263011932373,3.9878551959991455,1.458984375
32768.0,1.063171625137329,-7.936382978723404,0.17998620867729187,0.12577742338180542,-3.395251989364624,2.791342258453369,-5.028064727783203,-0.5849560499191284,1.8066082000732422,5.0428619384765625,0.25936198234558105,-0.47265625,-4.714511871337891,4.611817836761475,1.65234375
33792.0,1.1000505685806274,-6.845217391304348,0.12017440050840378,0.016484100371599197,-3.4462857246398926,2.856441020965576,-5.436603546142578,-0.6967823505401611,1.8897373676300049,5.397922992706299,0.4587632417678833,-0.779296875,-5.67293119430542,4.218742847442627,1.4765625
34816.0,1.041435956954956,-8.285853658536585,0.16802525520324707,0.08299462497234344,-3.49979305267334,2.896217107772827,-5.586575508117676,-0.7205201387405396,1.5363681316375732,4.449655532836914,0.3817799389362335,-0.62841796875,-5.319507598876953,3.444316864013672,1.189453125
35840.0,1.020463228225708,-8.316938775510204,0.06982199847698212,0.010862973518669605,-3.544424057006836,2.944688081741333,-5.285031318664551,-0.5911007523536682,1.6427580118179321,4.837409496307373,0.27665460109710693,-0.55712890625,-5.184443473815918,3.8465027809143066,1.306640625
36864.0,1.0749839544296265,-6.7637777777777774,0.09481509029865265,-0.0963514968752861,-3.5764822959899902,2.9776713848114014,-4.826749324798584,-0.41988086700439453,1.4326980113983154,4.266103744506836,0.8076657056808472,-0.412353515625,-4.8042216300964355,2.8846871852874756,0.96875
