global_step,approx_kl,clip_fraction,entropy,episode_return,loss,policy_loss,popart_mu,popart_sigma,returns_mean,returns_norm_mean,returns_norm_std,returns_std,value_loss,value_pred_mean,value_pred_raw_mean,value_pred_raw_std,value_pred_std
1024.0,,,1.4517855644226074,-11.986,1.6242144107818604,-0.1187228187918663,-0.1397513896226883,1.0632754564285278,-5.590055465698242,-5.1259565353393555,3.3225064277648926,3.5327394008636475,7.029820442199707,-3.158203125,-3.4970288276672363,0.00493692746385932,0.004642486572265625
2048.0,,,1.3729300498962402,-12.434186046511629,1.8413581848144531,0.021094858646392822,-0.30181509256362915,1.101888656616211,-6.622300148010254,-5.73604679107666,2.367819309234619,2.6090731620788574,7.335970878601074,-3.064453125,-3.677912712097168,0.0021725960541516542,0.001972198486328125
3072.0,,,1.4261752367019653,-12.321111111111112,2.0595946311950684,-0.003659173846244812,-0.46584534645080566,1.1470898389816284,-6.863025188446045,-5.576878070831299,2.5380358695983887,2.9113550186157227,8.310062408447266,-2.935546875,-3.8334615230560303,0.0018649230478331447,0.0016260147094726562
4096.0,,,1.370630145072937,-11.459215686274506,1.7749017477035522,0.09865880012512207,-0.6261821985244751,1.1993210315704346,-6.879317760467529,-5.213895797729492,2.699791431427002,3.2379167079925537,6.759797096252441,-2.806640625,-3.992757797241211,0.0022568206768482924,0.0018815994262695312
5120.0,,,1.3656718730926514,-10.85074074074074,1.5717663764953613,0.008563399314880371,-0.7715761661529541,1.2653112411499023,-6.44194221496582,-4.481400012969971,3.0354607105255127,3.8408029079437256,6.307438850402832,-2.677734375,-4.15900993347168,0.002545353025197983,0.0020122528076171875
6144.0,,,1.4646036624908447,-12.315,1.3332710266113281,-0.015663575381040573,-0.9467829465866089,1.2936545610427856,-7.779845237731934,-5.281984329223633,1.8553742170333862,2.4002132415771484,5.454322814941406,-2.6171875,-4.3335065841674805,0.0015929017681628466,0.0012311935424804688
7168.0,,,1.4250749349594116,-11.777818181818184,1.3257066011428833,0.017774909734725952,-1.105375051498413,1.3401862382888794,-7.290464878082275,-4.6150970458984375,2.3552420139312744,3.1564629077911377,5.288729667663574,-2.54296875,-4.513937950134277,0.002205137861892581,0.0016450881958007812
8192.0,,,1.448887825012207,-10.739137931034485,1.3867355585098267,0.05489747226238251,-1.264253854751587,1.3950475454330444,-7.460525989532471,-4.441620826721191,2.534940004348755,3.5363616943359375,5.385308265686035,-2.46484375,-4.703466892242432,0.003610394662246108,0.0025882720947265625
9216.0,,,1.3761729001998901,-11.4162962962963,1.0481325387954712,0.053339116275310516,-1.4209527969360352,1.4379534721374512,-7.532210350036621,-4.249968528747559,2.1647415161132812,3.112797737121582,4.0342206954956055,-2.41796875,-4.89781379699707,0.0032198643311858177,0.002239227294921875
10240.0,,,1.4107367992401123,-11.944468085106385,0.7695825099945068,-0.06144596263766289,-1.5725858211517334,1.474732518196106,-7.486273288726807,-4.010006904602051,1.9735996723175049,2.910531997680664,3.3805432319641113,-2.39453125,-5.103001594543457,0.0021552653051912785,0.0014619827270507812
11264.0,,,1.393115520477295,-11.422916666666666,0.7766543626785278,-0.06048861891031265,-1.7167856693267822,1.5198572874069214,-7.340579032897949,-3.700212001800537,2.1589696407318115,3.2813258171081543,3.404296636581421,-2.3671875,-5.315895080566406,0.002856649225577712,0.0018796920776367188
12288.0,,,1.3837800025939941,-11.196226415094339,0.8703789710998535,-0.039097681641578674,-1.8557010889053345,1.5726083517074585,-7.273400783538818,-3.445040702819824,2.309328556060791,3.631669282913208,3.6932578086853027,-2.33984375,-5.53514289855957,0.002703157253563404,0.0017185211181640625
13312.0,,,1.4137556552886963,-10.190666666666667,0.6593457460403442,0.09601648896932602,-1.9858531951904297,1.628308653831482,-7.061781883239746,-3.1173014640808105,2.3352320194244385,3.802478790283203,2.3098673820495605,-2.3125,-5.752608776092529,0.0048950836062431335,0.0030059814453125
14336.0,,,1.3974075317382812,-12.077037037037039,0.4235563278198242,-0.20562416315078735,-2.1394472122192383,1.6499181985855103,-8.12961196899414,-3.6305830478668213,1.5115333795547485,2.4939064979553223,2.572618246078491,-2.33203125,-5.985547065734863,0.007131388410925865,0.004322052001953125
15360.0,,,1.406179666519165,-12.246000000000004,0.42447251081466675,0.10162551701068878,-2.2762997150421143,1.674357533454895,-7.613544940948486,-3.1876375675201416,1.570020318031311,2.6287753582000732,1.347635269165039,-2.361328125,-6.229470252990723,0.005593376234173775,0.0033397674560546875
16384.0,,,1.3863525390625,-11.28553191489362,0.48558637499809265,-0.10671287029981613,-2.4067232608795166,1.71484375,-7.493235111236572,-2.9661664962768555,1.92169988155365,3.295414924621582,2.4246511459350586,-2.36328125,-6.458438873291016,0.006981882732361555,0.004070281982421875
17408.0,,,1.3860929012298584,-12.3094,0.560958743095398,0.13794812560081482,-2.5523831844329834,1.744943380355835,-8.233119010925293,-3.2555415630340576,1.6735506057739258,2.9202511310577393,1.7474863529205322,-2.380859375,-6.708045959472656,0.013303556479513645,0.007625579833984375
18432.0,,,1.367006778717041,-12.737446808510635,0.22683016955852509,-0.06219476833939552,-2.7019846439361572,1.760372281074524,-8.536446571350098,-3.314333915710449,1.3424713611602783,2.3632490634918213,1.2107800245285034,-2.427734375,-6.974277496337891,0.006565322168171406,0.0037288665771484375
19456.0,,,1.3793563842773438,-12.712340425531915,0.2151130735874176,0.005586244165897369,-2.848113536834717,1.7637468576431274,-8.547139167785645,-3.231204032897949,1.075139045715332,1.8962733745574951,0.8932815790176392,-2.48828125,-7.236650466918945,0.014741516672074795,0.00836181640625
20480.0,,,1.2797276973724365,-12.002222222222226,0.28674307465553284,0.08097176253795624,-2.9859619140625,1.7853457927703857,-8.362042427062988,-3.0112264156341553,1.4725337028503418,2.628981828689575,0.8742743730545044,-2.494140625,-7.438756465911865,0.07881924510002136,0.044158935546875
21504.0,,,1.274308681488037,-9.119807692307694,0.589054524898529,-0.036669179797172546,-3.1130006313323975,1.8383065462112427,-8.067516326904297,-2.6951522827148438,2.1246085166931152,3.90568208694458,2.5538673400878906,-2.41796875,-7.556509971618652,0.27666404843330383,0.1505126953125
22528.0,,,1.3178918361663818,-11.362,0.23215357959270477,0.05895039066672325,-3.224653959274292,1.8838539123535156,-7.579126834869385,-2.3114707469940186,1.9438796043395996,3.661984920501709,0.7455283999443054,-1.7841796875,-6.585874080657959,2.5255563259124756,1.3408203125
23552.0,,,1.3620952367782593,-10.866000000000001,0.42759111523628235,-0.06634383648633957,-3.347524404525757,1.922389030456543,-8.139471054077148,-2.492703914642334,1.7826398611068726,3.426927328109741,2.0302236080169678,-2.2890625,-7.746218681335449,0.5305628776550293,0.27587890625
24576.0,,,1.2593047618865967,-10.286222222222223,0.4953279197216034,0.06755775958299637,-3.4476590156555176,1.9752362966537476,-7.352909564971924,-1.9771054983139038,2.0444395542144775,4.038250923156738,1.7614527940750122,-1.4658203125,-6.343634605407715,1.6203038692474365,0.8203125
25600.0,,,1.334762692451477,-11.933673469387758,0.12415382266044617,0.05334159731864929,-3.5567848682403564,1.9986642599105835,-7.812691688537598,-2.129375696182251,1.4578615427017212,2.913775682449341,0.3366393744945526,-1.8125,-7.179967880249023,1.615567684173584,0.80810546875
26624.0,,,1.2499098777770996,-11.317142857142857,0.11735454946756363,-0.02446957305073738,-3.653080701828003,2.033797025680542,-7.408618927001953,-1.8465648889541626,1.6745223999023438,3.4056389331817627,0.6172928810119629,-1.59375,-6.893540859222412,1.9755042791366577,0.97119140625
27648.0,,,1.3026964664459229,-11.895,0.1162617951631546,0.07219667732715607,-3.765904664993286,2.057840585708618,-8.166036605834961,-2.138227939605713,1.4563835859298706,2.997004985809326,0.22836832702159882,-2.08984375,-8.065961837768555,1.6593842506408691,0.80615234375
28672.0,,,1.3312056064605713,-10.440961538461542,-0.03347170352935791,-0.1274656355381012,-3.8677101135253906,2.1111631393432617,-7.8381147384643555,-1.880671739578247,1.9860061407089233,4.192782878875732,0.4292239546775818,-1.2568359375,-6.521025657653809,3.8955469131469727,1.8447265625
29696.0,,,1.1907734870910645,-8.963170731707317,0.2507763206958771,0.0780704990029335,-3.904148578643799,2.180931806564331,-5.3252387046813965,-0.6515976190567017,2.248718738555908,4.90430212020874,0.7384542226791382,-0.3671875,-4.705038070678711,3.5648746490478516,1.634765625
30720.0,,,1.2546443939208984,-10.224,0.1704324632883072,0.0019215047359466553,-3.9633004665374756,2.2437784671783447,-6.270214080810547,-1.0281379222869873,2.0933830738067627,4.697088241577148,0.724229633808136,-0.9423828125,-6.077802658081055,3.3768057823181152,1.5048828125
31744.0,,,1.1910604238510132,-11.183809523809524,0.06748035550117493,-0.09146051108837128,-4.045815944671631,2.283754825592041,-7.263916969299316,-1.4091272354125977,1.6835020780563354,3.8447062969207764,0.683405876159668,-1.173828125,-6.726995468139648,2.749558687210083,1.2041015625
32768.0,,,1.29851496219635,-9.593035714285715,0.2792479693889618,0.07176755368709564,-4.129940986633301,2.355167865753174,-7.410808563232422,-1.3930504322052002,2.1836178302764893,5.142786502838135,0.8818622827529907,-1.333984375,-7.272525787353516,3.256711721420288,1.3828125
33792.0,,,1.1018481254577637,-9.301750000000002,0.12177026271820068,-0.06677471846342087,-4.191799640655518,2.415353298187256,-6.604291915893555,-0.9988154172897339,1.9727588891983032,4.764909744262695,0.7982538938522339,-0.80419921875,-6.134381294250488,3.551088809967041,1.470703125
34816.0,,,1.2335996627807617,-10.225869565217392,0.035870108753442764,-0.09965038299560547,-4.257914066314697,2.472412109375,-6.836373329162598,-1.0428922176361084,1.900977373123169,4.699999809265137,0.5914259552955627,-1.2587890625,-7.3690032958984375,3.417158365249634,1.3818359375
35840.0,,,1.2881474494934082,-11.657647058823528,-0.01181887462735176,-0.031119192019104958,-4.366178035736084,2.4936416149139404,-8.588462829589844,-1.6932203769683838,1.3326729536056519,3.323209047317505,0.12872716784477234,-1.591796875,-8.335360527038574,2.3795042037963867,0.9541015625
36864.0,0.049789439886808395,0.34375,,-10.299166666666666,,,-4.460777282714844,2.5258023738861084,-8.150142669677734,-1.4606704711914062,1.4973106384277344,3.7819111347198486,,-1.6865234375,-8.719812393188477,1.5919981002807617,0.63037109375
37888.0,,,1.3275556564331055,-11.176818181818183,0.2071230709552765,-0.06917423009872437,-4.577493667602539,2.55875563621521,-9.129432678222656,-1.778965950012207,1.5029973983764648,3.8458032608032227,1.1582914590835571,-1.7724609375,-9.112192153930664,1.3227672576904297,0.51708984375
38912.0,,,1.202284336090088,-10.2818,0.047431912273168564,-0.031033188104629517,-4.667677879333496,2.598214626312256,-8.184856414794922,-1.3536906242370605,1.5930702686309814,4.139138698577881,0.3619517683982849,-1.345703125,-8.164799690246582,2.5606672763824463,0.9853515625
39936.0,,,1.224122405052185,-9.450681818181819,0.05269619822502136,-0.10106786340475082,-4.735674858093262,2.637265920639038,-7.387569904327393,-1.0055469274520874,1.5782619714736938,4.162296295166016,0.6640211343765259,-0.89111328125,-7.085458755493164,3.1970343589782715,1.2119140625
40960.0,,,1.1950960159301758,-9.92280701754386,0.13699223101139069,-0.04535806551575661,-4.803366184234619,2.6789331436157227,-7.443331718444824,-0.9854543209075928,1.607377290725708,4.306056022644043,0.7772049903869629,-1.12890625,-7.826798439025879,2.305525064468384,0.86083984375
41984.0,,,1.133102297782898,-8.954923076923077,0.35662636160850525,0.07904604822397232,-4.87275505065918,2.7213902473449707,-7.578901767730713,-0.9943985939025879,1.6092342138290405,4.379354476928711,1.1556453704833984,-0.74609375,-6.902655601501465,1.8782060146331787,0.68994140625
43008.0,0.056441131979227066,0.421875,,-8.791960784313726,,,-4.91335391998291,2.770249128341675,-6.4966912269592285,-0.5715505480766296,1.6886653900146484,4.678023815155029,,-0.50439453125,-6.310586929321289,1.8634390830993652,0.6728515625
44032.0,0.05158285051584244,0.4609375,1.0595852136611938,-10.864047619047618,0.06647708266973495,-0.01992000639438629,-4.964878559112549,2.79150128364563,-6.974327087402344,-0.7198450565338135,1.2975434064865112,3.62209415435791,0.38797175884246826,-0.67529296875,-6.849983215332031,2.504575252532959,0.89697265625
45056.0,,,1.108984351158142,-10.234374999999998,0.11987043917179108,-0.03783790022134781,-5.012500762939453,2.81809139251709,-6.869760990142822,-0.6590490341186523,1.3686527013778687,3.8569884300231934,0.6751927137374878,-0.25048828125,-5.71815824508667,2.013455390930176,0.71435546875
46080.0,,,1.1847240924835205,-10.245438596491228,0.08285338431596756,-0.07893558591604233,-5.06705379486084,2.8570303916931152,-7.194614410400391,-0.7446755170822144,1.5322858095169067,4.377787113189697,0.6945448517799377,-0.7607421875,-7.239869117736816,2.6983866691589355,0.9443359375
47104.0,,,1.092128038406372,-10.320625000000001,-0.02612600103020668,-0.07835358381271362,-5.123513698577881,2.8720242977142334,-7.325441837310791,-0.7666815519332886,1.2041919231414795,3.458468437194824,0.252595454454422,-0.70751953125,-7.155235290527344,2.188889741897583,0.76220703125
48128.0,,,1.1193697452545166,-6.9692156862745085,0.23410670459270477,0.13147851824760437,-5.150890350341797,2.9332997798919678,-6.218564033508301,-0.3639836609363556,1.8155792951583862,5.325638294219971,0.45528751611709595,-0.186767578125,-5.698694229125977,3.714155673980713,1.2666015625
49152.0,,,1.1701412200927734,-8.237666666666666,0.12558263540267944,-0.061119891703128815,-5.167657375335693,2.997347593307495,-5.82157039642334,-0.21816386282444,1.8342522382736206,5.497891426086426,0.7936156988143921,-0.2242431640625,-5.839944839477539,3.6439247131347656,1.2158203125
50176.0,0.04728012531995773,0.46875,,-4.6502173913043485,,,-5.11380672454834,3.0724234580993652,-3.0136337280273438,0.6835558414459229,1.953932285308838,6.003307819366455,,0.6962890625,-2.9744083881378174,4.055169105529785,1.3203125
51200.0,0.050106655806303024,0.4140625,,-9.230909090909092,,,-5.117649555206299,3.120453357696533,-5.2674970626831055,-0.0480211079120636,1.601069450378418,4.996062278747559,,-0.310302734375,-6.085798263549805,3.0494441986083984,0.97705078125
52224.0,,,1.1132134199142456,-4.205200000000001,0.3112853169441223,0.09880779683589935,-5.090048313140869,3.1927077770233154,-4.013604164123535,0.33715710043907166,1.8835307359695435,6.013563632965088,0.894438624382019,0.229248046875,-4.357939720153809,3.0513505935668945,0.95556640625
53248.0,,,1.2186708450317383,-7.767868852459017,0.25070810317993164,0.0813368409872055,-5.084811687469482,3.2504210472106934,-4.8805742263793945,0.06283415108919144,1.6932934522628784,5.503917217254639,0.7262318730354309,0.05621337890625,-4.902048110961914,3.2488300800323486,0.99951171875
54272.0,,,1.2040104866027832,-5.899692307692307,0.27405083179473877,0.0404927060008049,-5.072619438171387,3.3092706203460693,-4.597107887268066,0.143690824508667,1.6943739652633667,5.607141971588135,0.9823929071426392,0.0194091796875,-5.008392333984375,2.2872934341430664,0.69140625
55296.0,,,1.125238060951233,-6.240166666666667,0.22092625498771667,0.04900163412094116,-5.045504570007324,3.369081497192383,-3.9880146980285645,0.3138807415962219,1.6931872367858887,5.704485893249512,0.7327079772949219,0.401123046875,-3.6942138671875,4.191377639770508,1.244140625
56320.0,0.08421918749809265,0.40625,,-7.300000000000001,,,-5.027480125427246,3.4300858974456787,-4.324503421783447,0.20494428277015686,1.6944429874420166,5.812085151672363,,-0.0219268798828125,-5.102695465087891,3.069809675216675,0.89501953125
57344.0,,,1.2280701398849487,-6.840833333333333,0.24597832560539246,0.05903811752796173,-4.989932537078857,3.4919350147247314,-3.5255684852600098,0.4193560779094696,1.691591501235962,5.906927108764648,0.7968836426734924,0.56298828125,-3.023498773574829,3.431138515472412,0.982421875
58368.0,,,1.1812744140625,-6.921515151515152,0.16699886322021484,-0.07430333644151688,-4.967177867889404,3.551213026046753,-4.079745292663574,0.24989545345306396,1.6518070697784424,5.8659186363220215,1.0124597549438477,0.061004638671875,-4.750485420227051,2.8684139251708984,0.8076171875
59392.0,,,1.1693689823150635,-6.868026315789474,0.22728967666625977,0.07784251868724823,-4.959799766540527,3.6172544956207275,-4.672043800354004,0.07955093681812286,1.7128716707229614,6.195893287658691,0.6445633769035339,0.06622314453125,-4.720311164855957,3.797804117202759,1.0498046875
60416.0,0.05187986046075821,0.390625,,-6.6482758620689655,,,-4.941554069519043,3.669788122177124,-4.229958534240723,0.1939064860343933,1.5590507984161377,5.721385955810547,,0.09881591796875,-4.578845500946045,3.121434450149536,0.8505859375
61440.0,0.045734599232673645,0.4609375,,-3.95609756097561,,,-4.901385307312012,3.75498628616333,-3.3348145484924316,0.4171975255012512,1.8858059644699097,7.081175327301025,,0.273193359375,-3.875561237335205,3.285026788711548,0.875
62464.0,,,1.1835691928863525,-5.47,0.2942984402179718,0.05472883582115173,-4.8765058517456055,3.824359655380249,-3.906205892562866,0.2537156939506531,1.7082858085632324,6.533099174499512,1.0056211948394775,0.252197265625,-3.9121599197387695,3.4649579524993896,0.90625
63488.0,,,1.1793925762176514,-7.230609756097561,-0.015558688901364803,-0.23190082609653473,-4.8544182777404785,3.8850862979888916,-3.9929988384246826,0.22172467410564423,1.6103837490081787,6.256479740142822,0.9125442504882812,0.24072265625,-3.9193382263183594,3.695216417312622,0.951171875
64512.0,,,1.2035053968429565,-7.413584905660379,0.19557666778564453,0.06005200371146202,-4.854345798492432,3.918367862701416,-4.851510047912598,0.0007236693054437637,1.3319040536880493,5.218890190124512,0.5902388691902161,-0.067138671875,-5.1174540519714355,2.9670121669769287,0.75732421875
65536.0,,,1.1682500839233398,-4.685714285714286,0.3218258023262024,0.13330595195293427,-4.821340560913086,3.9907937049865723,-3.53411865234375,0.3225478529930115,1.7086139917373657,6.818726539611816,0.800809383392334,0.229736328125,-3.904514789581299,3.3678953647613525,0.84375
66560.0,,,1.144556999206543,-3.2353521126760563,0.19464941322803497,0.0065518878400325775,-4.723722457885742,4.048757553100586,-0.9166120290756226,0.9403157234191895,1.559104323387146,6.312435150146484,0.7981723546981812,0.80517578125,-1.4632575511932373,2.9005467891693115,0.71630859375
67584.0,,,1.0450310707092285,-3.7213888888888897,0.32197505235671997,0.07100003212690353,-4.627696990966797,4.115032196044922,-0.8827006816864014,0.9100770950317383,1.6289103031158447,6.703018665313721,1.045701265335083,0.96923828125,-0.6387495994567871,2.935232162475586,0.71337890625
68608.0,,,1.159134864807129,-1.9238571428571427,0.10672032833099365,-0.081197589635849,-4.493042945861816,4.172967910766602,0.7584741711616516,1.2584609985351562,1.5422102212905884,6.435594081878662,0.798037052154541,1.2099609375,0.5581039190292358,2.779233694076538,0.666015625
69632.0,,,1.0760385990142822,-2.8520270270270274,0.3168056309223175,0.1557026207447052,-4.396151542663574,4.233738422393799,-0.6173892021179199,0.8925356268882751,1.56055748462677,6.606991767883301,0.6874536275863647,0.68798828125,-1.4837548732757568,2.9764297008514404,0.703125
70656.0,,,1.1383618116378784,-2.0595180722891566,0.3345862030982971,0.08757475018501282,-4.278512001037598,4.3021416664123535,0.30943530797958374,1.066433310508728,1.620886206626892,6.9732818603515625,1.0335803031921387,0.9697265625,-0.10565391182899475,3.5023155212402344,0.81396484375
71680.0,,,0.9267144203186035,-2.657717391304348,0.13248032331466675,-0.07994408905506134,-4.166881561279297,4.369179725646973,0.18670347332954407,0.9964307546615601,1.599171757698059,6.987069129943848,0.8867661952972412,0.86376953125,-0.39391621947288513,2.8077807426452637,0.642578125
72704.0,,,0.9476671814918518,0.16011235955056174,0.13334301114082336,-0.07053612172603607,-4.0217719078063965,4.4289469718933105,1.6375185251235962,1.2777960300445557,1.5270397663116455,6.76317834854126,0.8534232378005981,1.1630859375,1.1293790340423584,2.8085825443267822,0.63427734375
73728.0,0.04686754196882248,0.3046875,,0.5261363636363637,,,-3.858349323272705,4.480093002319336,2.5151374340057373,1.422623872756958,1.4459415674209595,6.477952480316162,,1.365234375,2.256596565246582,2.2350924015045166,0.498779296875
74752.0,,,0.9734509587287903,0.07516483516483544,0.2254442423582077,0.01736397109925747,-3.707066059112549,4.53953218460083,2.1929798126220703,1.2997033596038818,1.5113908052444458,6.861006736755371,0.8712591528892517,1.30078125,2.199768543243408,2.6500959396362305,0.583984375
75776.0,,,0.9199615120887756,-0.4287499999999999,0.2918037176132202,0.10261327028274536,-3.550255298614502,4.6029372215271,2.5653653144836426,1.328634262084961,1.537972331047058,7.079189777374268,0.7935603260993958,1.2890625,2.381829023361206,3.0598196983337402,0.66455078125
76800.0,,,0.926433801651001,0.028317757009345988,0.14818309247493744,-0.03564239293336868,-3.4047775268554688,4.668711185455322,2.268857479095459,1.2152464389801025,1.5501960515975952,7.237418174743652,0.772359311580658,1.21484375,2.2683486938476562,3.345322847366333,0.71630859375
77824.0,0.05270853638648987,0.390625,,0.38489795918367326,,,-3.241617202758789,4.71883487701416,3.1216466426849365,1.3484818935394287,1.4149492979049683,6.676912307739258,,1.302734375,2.9054455757141113,3.089416742324829,0.65478515625
78848.0,0.0611274428665638,0.4453125,,1.501313131313131,,,-3.0622169971466064,4.763150215148926,3.934391498565674,1.4689035415649414,1.3635159730911255,6.494631767272949,,1.4599609375,3.8931612968444824,2.7074944972991943,0.568359375
79872.0,,,0.8386653661727905,-0.7252499999999997,0.25925660133361816,0.014299895614385605,-2.949388027191162,4.839260578155518,1.4509451389312744,0.9092986583709717,1.6141656637191772,7.811368465423584,1.0133733749389648,0.9375,1.5867772102355957,3.015076160430908,0.623046875
80000.0,,,0.8233950138092041,-1.8482352941176472,0.18439075350761414,-0.02723878063261509,-2.874892234802246,4.928712844848633,0.030452460050582886,0.589473307132721,1.7145259380340576,8.45040512084961,0.8794539570808411,0.8095703125,1.1149283647537231,3.647645950317383,0.740234375
