step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[9, 9]","[8, 9]",1,up,-0.15000000000000002,running,1,3.0,5
2,"[8, 9]","[7, 9]",1,up,-0.14,running,2,3.0,4
3,"[7, 9]","[7, 8]",3,left,-0.13,running,3,1.0,3
4,"[7, 8]","[7, 7]",3,left,-0.12000000000000001,running,4,2.0,2
5,"[7, 7]","[7, 6]",3,left,-0.11,running,5,2.0,1
6,"[7, 6]","[7, 7]",4,right,-0.12000000000000001,running,6,1.0,2
7,"[7, 7]","[6, 7]",1,up,-0.11,running,7,1.0,1
8,"[6, 7]","[6, 8]",4,right,-0.12000000000000001,running,8,3.0,2
9,"[6, 8]","[6, 9]",4,right,-0.13,running,9,3.0,3
10,"[6, 9]","[7, 9]",2,down,-0.14,running,10,3.0,4
11,"[7, 9]","[6, 9]",1,up,-0.13,running,11,3.0,3
12,"[6, 9]","[5, 9]",1,up,-0.14,running,12,3.0,4
13,"[5, 9]","[6, 9]",2,down,-0.13,running,13,2.0,3
14,"[6, 9]","[6, 8]",3,left,-0.12000000000000001,running,14,2.0,2
15,"[6, 8]","[7, 8]",2,down,-0.13,running,15,4.0,3
16,"[7, 8]","[6, 8]",1,up,-0.12000000000000001,running,16,4.0,2
17,"[6, 8]","[6, 9]",4,right,-0.13,running,17,6.0,3
18,"[6, 9]","[7, 9]",2,down,-0.14,running,18,5.0,4
19,"[7, 9]","[6, 9]",1,up,-0.13,running,19,5.0,3
20,"[6, 9]","[5, 9]",1,up,-0.14,running,20,5.0,4
21,"[5, 9]","[5, 8]",3,left,-0.13,running,21,3.0,3
22,"[5, 8]","[5, 7]",3,left,-0.12000000000000001,running,22,5.0,2
23,"[5, 7]","[4, 7]",1,up,-0.13,running,23,4.0,3
24,"[4, 7]","[5, 7]",2,down,-0.12000000000000001,running,24,3.0,2
25,"[5, 7]","[5, 8]",4,right,-0.13,running,25,4.0,3
26,"[5, 8]","[6, 8]",2,down,-0.12000000000000001,running,26,4.0,2
27,"[6, 8]","[7, 8]",2,down,-0.13,running,27,4.0,3
28,"[7, 8]","[6, 8]",1,up,-0.12000000000000001,running,28,4.0,2
29,"[6, 8]","[5, 8]",1,up,-0.13,running,29,3.0,3
30,"[5, 8]","[6, 8]",2,down,-0.12000000000000001,running,30,5.0,2
31,"[6, 8]","[7, 8]",2,down,-0.13,running,31,4.0,3
32,"[7, 8]","[6, 8]",1,up,-0.12000000000000001,running,32,3.0,2
33,"[6, 8]","[7, 8]",2,down,-0.13,running,33,4.0,3
34,"[7, 8]","[6, 8]",1,up,-0.12000000000000001,running,34,3.0,2
35,"[6, 8]","[7, 8]",2,down,-0.13,running,35,5.0,3
36,"[7, 8]","[6, 8]",1,up,-0.12000000000000001,running,36,4.0,2
37,"[6, 8]","[7, 8]",2,down,-0.13,running,37,3.0,3
38,"[7, 8]","[6, 8]",1,up,-0.12000000000000001,running,38,2.0,2
39,"[6, 8]","[7, 8]",2,down,-0.13,running,39,1.0,3
40,"[7, 8]","[6, 8]",1,up,-10.12,collision,40,0.0,2
