step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[8, 5]","[8, 6]",4,right,-0.13,running,1,2.0,3
2,"[8, 6]","[8, 7]",4,right,-0.14,running,2,4.0,4
3,"[8, 7]","[8, 8]",4,right,-0.15000000000000002,running,3,2.0,5
4,"[8, 8]","[7, 8]",1,up,-0.14,running,4,2.0,4
5,"[7, 8]","[7, 7]",3,left,-0.13,running,5,3.0,3
6,"[7, 7]","[6, 7]",1,up,-0.12000000000000001,running,6,3.0,2
7,"[6, 7]","[5, 7]",1,up,-0.11,running,7,4.0,1
8,"[5, 7]","[5, 8]",4,right,-0.12000000000000001,running,8,4.0,2
9,"[5, 8]","[5, 7]",3,left,-0.11,running,9,4.0,1
10,"[5, 7]","[5, 6]",3,left,9.9,success,10,4.0,0
