step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[9, 2]","[8, 2]",1,up,-0.13,running,1,4.0,3
2,"[8, 2]","[8, 1]",3,left,-0.12000000000000001,running,2,4.0,2
3,"[8, 1]","[8, 0]",3,left,-0.13,running,3,5.0,3
4,"[8, 0]","[7, 0]",1,up,-0.12000000000000001,running,4,6.0,2
5,"[7, 0]","[7, 1]",4,right,-0.11,running,5,5.0,1
6,"[7, 1]","[7, 0]",3,left,-0.12000000000000001,running,6,7.0,2
7,"[7, 0]","[7, 1]",4,right,-0.11,running,7,5.0,1
8,"[7, 1]","[7, 0]",3,left,-0.12000000000000001,running,8,5.0,2
9,"[7, 0]","[7, 1]",4,right,-0.11,running,9,4.0,1
10,"[7, 1]","[7, 0]",3,left,-0.12000000000000001,running,10,6.0,2
11,"[7, 0]","[7, 1]",4,right,-0.11,running,11,4.0,1
12,"[7, 1]","[7, 0]",3,left,-0.12000000000000001,running,12,5.0,2
13,"[7, 0]","[7, 1]",4,right,-0.11,running,13,3.0,1
14,"[7, 1]","[7, 0]",3,left,-0.12000000000000001,running,14,3.0,2
15,"[7, 0]","[7, 1]",4,right,-0.11,running,15,2.0,1
16,"[7, 1]","[7, 0]",3,left,-0.12000000000000001,running,16,4.0,2
17,"[7, 0]","[7, 1]",4,right,-0.11,running,17,2.0,1
18,"[7, 1]","[7, 0]",3,left,-0.12000000000000001,running,18,2.0,2
19,"[7, 0]","[6, 0]",1,up,-0.11,running,19,2.0,1
20,"[6, 0]","[5, 0]",1,up,-0.12000000000000001,running,20,2.0,2
21,"[5, 0]","[5, 1]",4,right,-0.11,running,21,2.0,1
22,"[5, 1]","[5, 0]",3,left,-0.12000000000000001,running,22,2.0,2
23,"[5, 0]","[6, 0]",2,down,-0.11,running,23,3.0,1
24,"[6, 0]","[6, 1]",4,right,9.9,success,24,3.0,0
