step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[0, 5]","[0, 6]",4,right,-0.14,running,1,6.0,4
2,"[0, 6]","[0, 7]",4,right,-0.13,running,2,7.0,3
3,"[0, 7]","[0, 8]",4,right,-0.12000000000000001,running,3,8.0,2
4,"[0, 8]","[0, 9]",4,right,-0.13,running,4,9.0,3
5,"[0, 9]","[1, 9]",2,down,-0.12000000000000001,running,5,7.0,2
6,"[1, 9]","[0, 9]",1,up,-0.13,running,6,7.0,3
7,"[0, 9]","[1, 9]",2,down,-0.12000000000000001,running,7,5.0,2
8,"[1, 9]","[0, 9]",1,up,-0.13,running,8,5.0,3
9,"[0, 9]","[1, 9]",2,down,-0.12000000000000001,running,9,3.0,2
10,"[1, 9]","[2, 9]",2,down,-0.11,running,10,1.0,1
11,"[2, 9]","[3, 9]",2,down,-0.12000000000000001,running,11,1.0,2
12,"[3, 9]","[2, 9]",1,up,-0.11,running,12,1.0,1
13,"[2, 9]","[1, 9]",1,up,-0.12000000000000001,running,13,1.0,2
14,"[1, 9]","[2, 9]",2,down,-0.11,running,14,1.0,1
15,"[2, 9]","[3, 9]",2,down,-0.12000000000000001,running,15,1.0,2
16,"[3, 9]","[2, 9]",1,up,-0.11,running,16,1.0,1
17,"[2, 9]","[1, 9]",1,up,-0.12000000000000001,running,17,3.0,2
18,"[1, 9]","[0, 9]",1,up,-0.13,running,18,5.0,3
19,"[0, 9]","[0, 8]",3,left,-0.12000000000000001,running,19,7.0,2
20,"[0, 8]","[0, 9]",4,right,-0.13,running,20,7.0,3
21,"[0, 9]","[0, 8]",3,left,-0.12000000000000001,running,21,7.0,2
22,"[0, 8]","[0, 9]",4,right,-0.13,running,22,7.0,3
23,"[0, 9]","[0, 8]",3,left,-0.12000000000000001,running,23,7.0,2
24,"[0, 8]","[0, 9]",4,right,-0.13,running,24,6.0,3
25,"[0, 9]","[1, 9]",2,down,-0.12000000000000001,running,25,5.0,2
26,"[1, 9]","[0, 9]",1,up,-0.13,running,26,5.0,3
27,"[0, 9]","[0, 8]",3,left,-0.12000000000000001,running,27,5.0,2
28,"[0, 8]","[0, 9]",4,right,-0.13,running,28,3.0,3
29,"[0, 9]","[1, 9]",2,down,-0.12000000000000001,running,29,1.0,2
30,"[1, 9]","[2, 9]",2,down,-0.11,running,30,1.0,1
31,"[2, 9]","[3, 9]",2,down,-0.12000000000000001,running,31,3.0,2
32,"[3, 9]","[2, 9]",1,up,-0.11,running,32,1.0,1
33,"[2, 9]","[1, 9]",1,up,-0.12000000000000001,running,33,1.0,2
34,"[1, 9]","[1, 8]",3,left,-0.11,running,34,3.0,1
35,"[1, 8]","[1, 9]",4,right,-0.12000000000000001,running,35,1.0,2
36,"[1, 9]","[2, 9]",2,down,-0.11,running,36,1.0,1
37,"[2, 9]","[3, 9]",2,down,-0.12000000000000001,running,37,3.0,2
38,"[3, 9]","[2, 9]",1,up,-0.11,running,38,1.0,1
39,"[2, 9]","[1, 9]",1,up,-0.12000000000000001,running,39,1.0,2
40,"[1, 9]","[1, 8]",3,left,-10.11,collision,40,0.0,1
