step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[4, 5]","[4, 6]",4,right,-0.14,running,1,6.0,4
2,"[4, 6]","[4, 7]",4,right,-0.15000000000000002,running,2,6.0,5
3,"[4, 7]","[5, 7]",2,down,-0.14,running,3,6.0,4
4,"[5, 7]","[6, 7]",2,down,-0.13,running,4,6.0,3
5,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,5,6.0,2
6,"[7, 7]","[7, 6]",3,left,-0.11,running,6,4.0,1
7,"[7, 6]","[7, 7]",4,right,-0.12000000000000001,running,7,4.0,2
8,"[7, 7]","[7, 6]",3,left,-0.11,running,8,4.0,1
9,"[7, 6]","[7, 7]",4,right,-0.12000000000000001,running,9,4.0,2
10,"[7, 7]","[7, 6]",3,left,-0.11,running,10,4.0,1
11,"[7, 6]","[7, 7]",4,right,-0.12000000000000001,running,11,6.0,2
12,"[7, 7]","[7, 6]",3,left,-0.11,running,12,6.0,1
13,"[7, 6]","[7, 7]",4,right,-0.12000000000000001,running,13,8.0,2
14,"[7, 7]","[6, 7]",1,up,-0.13,running,14,8.0,3
15,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,15,8.0,2
16,"[7, 7]","[6, 7]",1,up,-0.13,running,16,8.0,3
17,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,17,8.0,2
18,"[7, 7]","[7, 6]",3,left,-0.11,running,18,6.0,1
19,"[7, 6]","[7, 7]",4,right,-0.12000000000000001,running,19,6.0,2
20,"[7, 7]","[7, 6]",3,left,-0.11,running,20,4.0,1
21,"[7, 6]","[7, 7]",4,right,-0.12000000000000001,running,21,4.0,2
22,"[7, 7]","[7, 6]",3,left,-0.11,running,22,4.0,1
23,"[7, 6]","[7, 5]",3,left,9.9,success,23,4.0,0
