step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[3, 4]","[3, 5]",4,right,-0.13,running,1,1.0,3
2,"[3, 5]","[3, 6]",4,right,-0.12000000000000001,running,2,1.0,2
3,"[3, 6]","[3, 7]",4,right,-0.13,running,3,1.0,3
4,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,4,3.0,2
5,"[4, 7]","[5, 7]",2,down,-0.11,running,5,5.0,1
6,"[5, 7]","[6, 7]",2,down,-0.12000000000000001,running,6,5.0,2
7,"[6, 7]","[7, 7]",2,down,-0.13,running,7,5.0,3
8,"[7, 7]","[6, 7]",1,up,-0.12000000000000001,running,8,5.0,2
9,"[6, 7]","[5, 7]",1,up,-0.11,running,9,3.0,1
10,"[5, 7]","[6, 7]",2,down,-0.12000000000000001,running,10,3.0,2
11,"[6, 7]","[7, 7]",2,down,-0.13,running,11,3.0,3
12,"[7, 7]","[6, 7]",1,up,-0.12000000000000001,running,12,3.0,2
13,"[6, 7]","[7, 7]",2,down,-0.13,running,13,5.0,3
14,"[7, 7]","[6, 7]",1,up,-0.12000000000000001,running,14,5.0,2
15,"[6, 7]","[7, 7]",2,down,-0.13,running,15,7.0,3
16,"[7, 7]","[6, 7]",1,up,-0.12000000000000001,running,16,7.0,2
17,"[6, 7]","[5, 7]",1,up,-0.11,running,17,7.0,1
18,"[5, 7]","[4, 7]",1,up,-0.12000000000000001,running,18,5.0,2
19,"[4, 7]","[5, 7]",2,down,-0.11,running,19,5.0,1
20,"[5, 7]","[4, 7]",1,up,-0.12000000000000001,running,20,3.0,2
21,"[4, 7]","[5, 7]",2,down,-0.11,running,21,3.0,1
22,"[5, 7]","[5, 6]",3,left,9.9,success,22,3.0,0
