step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[2, 6]","[3, 6]",2,down,-0.13,running,1,1.0,3
2,"[3, 6]","[4, 6]",2,down,-0.12000000000000001,running,2,3.0,2
3,"[4, 6]","[5, 6]",2,down,-0.11,running,3,5.0,1
4,"[5, 6]","[6, 6]",2,down,-0.12000000000000001,running,4,7.0,2
5,"[6, 6]","[6, 7]",4,right,-0.11,running,5,7.0,1
6,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,6,7.0,2
7,"[7, 7]","[6, 7]",1,up,-0.11,running,7,5.0,1
8,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,8,7.0,2
9,"[7, 7]","[6, 7]",1,up,-0.11,running,9,7.0,1
10,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,10,9.0,2
11,"[7, 7]","[6, 7]",1,up,-0.11,running,11,7.0,1
12,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,12,7.0,2
13,"[7, 7]","[6, 7]",1,up,-0.11,running,13,5.0,1
14,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,14,5.0,2
15,"[7, 7]","[6, 7]",1,up,-0.11,running,15,5.0,1
16,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,16,7.0,2
17,"[7, 7]","[6, 7]",1,up,-0.11,running,17,6.0,1
18,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,18,6.0,2
19,"[7, 7]","[6, 7]",1,up,-0.11,running,19,5.0,1
20,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,20,7.0,2
21,"[7, 7]","[6, 7]",1,up,-0.11,running,21,5.0,1
22,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,22,5.0,2
23,"[7, 7]","[6, 7]",1,up,-0.11,running,23,4.0,1
24,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,24,4.0,2
25,"[7, 7]","[6, 7]",1,up,-0.11,running,25,4.0,1
26,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,26,6.0,2
27,"[7, 7]","[6, 7]",1,up,-0.11,running,27,5.0,1
28,"[6, 7]","[7, 7]",2,down,-0.12000000000000001,running,28,5.0,2
29,"[7, 7]","[6, 7]",1,up,-0.11,running,29,5.0,1
30,"[6, 7]","[5, 7]",1,up,9.9,success,30,5.0,0
