step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[2, 1]","[2, 0]",3,left,-0.12000000000000001,running,1,1.0,2
2,"[2, 0]","[1, 0]",1,up,-0.11,running,2,3.0,1
3,"[1, 0]","[0, 0]",1,up,-0.12000000000000001,running,3,5.0,2
4,"[0, 0]","[0, 1]",4,right,-0.11,running,4,5.0,1
5,"[0, 1]","[0, 0]",3,left,-0.12000000000000001,running,5,5.0,2
6,"[0, 0]","[0, 1]",4,right,-0.11,running,6,3.0,1
7,"[0, 1]","[0, 0]",3,left,-0.12000000000000001,running,7,4.0,2
8,"[0, 0]","[0, 1]",4,right,-0.11,running,8,3.0,1
9,"[0, 1]","[0, 0]",3,left,-0.12000000000000001,running,9,3.0,2
10,"[0, 0]","[0, 1]",4,right,-0.11,running,10,5.0,1
11,"[0, 1]","[0, 2]",4,right,-0.12000000000000001,running,11,6.0,2
12,"[0, 2]","[0, 1]",3,left,-0.11,running,12,5.0,1
13,"[0, 1]","[0, 0]",3,left,-0.12000000000000001,running,13,4.0,2
14,"[0, 0]","[0, 1]",4,right,-0.11,running,14,4.0,1
15,"[0, 1]","[0, 0]",3,left,-0.12000000000000001,running,15,4.0,2
16,"[0, 0]","[1, 0]",2,down,-0.11,running,16,2.0,1
17,"[1, 0]","[0, 0]",1,up,-0.12000000000000001,running,17,4.0,2
18,"[0, 0]","[0, 1]",4,right,-0.11,running,18,4.0,1
19,"[0, 1]","[0, 2]",4,right,-0.12000000000000001,running,19,4.0,2
20,"[0, 2]","[0, 1]",3,left,-0.11,running,20,4.0,1
21,"[0, 1]","[0, 2]",4,right,-0.12000000000000001,running,21,4.0,2
22,"[0, 2]","[0, 1]",3,left,-0.11,running,22,3.0,1
23,"[0, 1]","[0, 2]",4,right,-0.12000000000000001,running,23,5.0,2
24,"[0, 2]","[0, 1]",3,left,-0.11,running,24,4.0,1
25,"[0, 1]","[0, 2]",4,right,-0.12000000000000001,running,25,5.0,2
26,"[0, 2]","[0, 1]",3,left,-0.11,running,26,5.0,1
27,"[0, 1]","[0, 0]",3,left,-0.12000000000000001,running,27,5.0,2
28,"[0, 0]","[0, 1]",4,right,-0.11,running,28,3.0,1
29,"[0, 1]","[1, 1]",2,down,9.9,success,29,3.0,0
