step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[1, 7]","[2, 7]",2,down,-0.14,running,1,3.0,4
2,"[2, 7]","[3, 7]",2,down,-0.13,running,2,2.0,3
3,"[3, 7]","[4, 7]",2,down,-0.12000000000000001,running,3,2.0,2
4,"[4, 7]","[5, 7]",2,down,-0.11,running,4,4.0,1
5,"[5, 7]","[6, 7]",2,down,-0.12000000000000001,running,5,6.0,2
6,"[6, 7]","[7, 7]",2,down,-0.13,running,6,8.0,3
7,"[7, 7]","[6, 7]",1,up,-0.12000000000000001,running,7,6.0,2
8,"[6, 7]","[5, 7]",1,up,-0.11,running,8,4.0,1
9,"[5, 7]","[6, 7]",2,down,-0.12000000000000001,running,9,4.0,2
10,"[6, 7]","[5, 7]",1,up,-0.11,running,10,2.0,1
11,"[5, 7]","[6, 7]",2,down,-0.12000000000000001,running,11,2.0,2
12,"[6, 7]","[5, 7]",1,up,-0.11,running,12,2.0,1
13,"[5, 7]","[5, 6]",3,left,9.9,success,13,2.0,0
