step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[4, 3]","[3, 3]",1,up,-0.12000000000000001,running,1,3.0,2
2,"[3, 3]","[2, 3]",1,up,-0.11,running,2,4.0,1
3,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,3,4.0,2
4,"[1, 3]","[1, 4]",4,right,-0.11,running,4,2.0,1
5,"[1, 4]","[1, 3]",3,left,-0.12000000000000001,running,5,2.0,2
6,"[1, 3]","[2, 3]",2,down,-0.11,running,6,2.0,1
7,"[2, 3]","[3, 3]",2,down,-0.12000000000000001,running,7,4.0,2
8,"[3, 3]","[3, 4]",4,right,-0.11,running,8,2.0,1
9,"[3, 4]","[3, 3]",3,left,-0.12000000000000001,running,9,2.0,2
10,"[3, 3]","[2, 3]",1,up,-0.11,running,10,2.0,1
11,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,11,4.0,2
12,"[1, 3]","[0, 3]",1,up,-0.13,running,12,6.0,3
13,"[0, 3]","[0, 2]",3,left,-0.14,running,13,8.0,4
14,"[0, 2]","[0, 1]",3,left,-0.15000000000000002,running,14,10.0,5
15,"[0, 1]","[0, 2]",4,right,-0.14,running,15,8.0,4
16,"[0, 2]","[0, 3]",4,right,-0.13,running,16,6.0,3
17,"[0, 3]","[0, 2]",3,left,-0.14,running,17,6.0,4
18,"[0, 2]","[1, 2]",2,down,-0.13,running,18,4.0,3
19,"[1, 2]","[1, 3]",4,right,-0.12000000000000001,running,19,2.0,2
20,"[1, 3]","[1, 4]",4,right,-10.11,collision,20,0.0,1
