step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[4, 3]","[3, 3]",1,up,-0.12000000000000001,running,1,3.0,2
2,"[3, 3]","[2, 3]",1,up,-0.11,running,2,3.0,1
3,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,3,5.0,2
4,"[1, 3]","[0, 3]",1,up,-0.13,running,4,6.0,3
5,"[0, 3]","[0, 2]",3,left,-0.14,running,5,6.0,4
6,"[0, 2]","[0, 1]",3,left,-0.15000000000000002,running,6,6.0,5
7,"[0, 1]","[0, 2]",4,right,-0.14,running,7,4.0,4
8,"[0, 2]","[0, 3]",4,right,-0.13,running,8,4.0,3
9,"[0, 3]","[0, 2]",3,left,-0.14,running,9,6.0,4
10,"[0, 2]","[0, 1]",3,left,-0.15000000000000002,running,10,7.0,5
11,"[0, 1]","[0, 2]",4,right,-0.14,running,11,5.0,4
12,"[0, 2]","[0, 3]",4,right,-0.13,running,12,3.0,3
13,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,13,3.0,2
14,"[1, 3]","[2, 3]",2,down,-0.11,running,14,3.0,1
15,"[2, 3]","[3, 3]",2,down,-0.12000000000000001,running,15,3.0,2
16,"[3, 3]","[2, 3]",1,up,-0.11,running,16,3.0,1
17,"[2, 3]","[1, 3]",1,up,-0.12000000000000001,running,17,5.0,2
18,"[1, 3]","[0, 3]",1,up,-0.13,running,18,6.0,3
19,"[0, 3]","[0, 2]",3,left,-0.14,running,19,6.0,4
20,"[0, 2]","[0, 1]",3,left,-0.15000000000000002,running,20,6.0,5
21,"[0, 1]","[0, 2]",4,right,-0.14,running,21,4.0,4
22,"[0, 2]","[0, 3]",4,right,-0.13,running,22,4.0,3
23,"[0, 3]","[1, 3]",2,down,-0.12000000000000001,running,23,4.0,2
24,"[1, 3]","[2, 3]",2,down,-0.11,running,24,3.0,1
25,"[2, 3]","[2, 4]",4,right,9.9,success,25,1.0,0
