step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[2, 7]","[3, 7]",2,down,-0.12000000000000001,running,1,5.0,2
2,"[3, 7]","[4, 7]",2,down,-0.11,running,2,7.0,1
3,"[4, 7]","[5, 7]",2,down,-0.12000000000000001,running,3,8.0,2
4,"[5, 7]","[6, 7]",2,down,-0.13,running,4,8.0,3
5,"[6, 7]","[7, 7]",2,down,-0.14,running,5,10.0,4
6,"[7, 7]","[6, 7]",1,up,-0.13,running,6,8.0,3
7,"[6, 7]","[7, 7]",2,down,-0.14,running,7,9.0,4
8,"[7, 7]","[6, 7]",1,up,-0.13,running,8,7.0,3
9,"[6, 7]","[7, 7]",2,down,-0.14,running,9,7.0,4
10,"[7, 7]","[6, 7]",1,up,-0.13,running,10,5.0,3
11,"[6, 7]","[6, 6]",3,left,-0.12000000000000001,running,11,5.0,2
12,"[6, 6]","[5, 6]",1,up,-0.11,running,12,5.0,1
13,"[5, 6]","[5, 7]",4,right,-0.12000000000000001,running,13,6.0,2
14,"[5, 7]","[6, 7]",2,down,-0.13,running,14,6.0,3
15,"[6, 7]","[7, 7]",2,down,-0.14,running,15,7.0,4
16,"[7, 7]","[6, 7]",1,up,-0.13,running,16,5.0,3
17,"[6, 7]","[7, 7]",2,down,-0.14,running,17,7.0,4
18,"[7, 7]","[6, 7]",1,up,-0.13,running,18,5.0,3
19,"[6, 7]","[7, 7]",2,down,-0.14,running,19,7.0,4
20,"[7, 7]","[6, 7]",1,up,-0.13,running,20,5.0,3
21,"[6, 7]","[5, 7]",1,up,-0.12000000000000001,running,21,5.0,2
22,"[5, 7]","[6, 7]",2,down,-0.13,running,22,5.0,3
23,"[6, 7]","[7, 7]",2,down,-0.14,running,23,7.0,4
24,"[7, 7]","[6, 7]",1,up,-0.13,running,24,5.0,3
25,"[6, 7]","[6, 6]",3,left,-0.12000000000000001,running,25,5.0,2
26,"[6, 6]","[5, 6]",1,up,-0.11,running,26,5.0,1
27,"[5, 6]","[4, 6]",1,up,9.9,success,27,4.0,0
