step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[1, 5]","[2, 5]",2,down,-0.14,running,1,2.0,4
2,"[2, 5]","[3, 5]",2,down,-0.13,running,2,4.0,3
3,"[3, 5]","[4, 5]",2,down,-0.12000000000000001,running,3,4.0,2
4,"[4, 5]","[4, 4]",3,left,-0.11,running,4,3.0,1
5,"[4, 4]","[5, 4]",2,down,-0.12000000000000001,running,5,3.0,2
6,"[5, 4]","[6, 4]",2,down,-0.13,running,6,3.0,3
7,"[6, 4]","[6, 3]",3,left,-0.12000000000000001,running,7,3.0,2
8,"[6, 3]","[6, 2]",3,left,-0.13,running,8,1.0,3
9,"[6, 2]","[5, 2]",1,up,-0.12000000000000001,running,9,1.0,2
10,"[5, 2]","[5, 3]",4,right,-0.11,running,10,3.0,1
11,"[5, 3]","[6, 3]",2,down,-0.12000000000000001,running,11,5.0,2
12,"[6, 3]","[6, 2]",3,left,-0.13,running,12,5.0,3
13,"[6, 2]","[7, 2]",2,down,-0.14,running,13,7.0,4
14,"[7, 2]","[7, 1]",3,left,-0.15000000000000002,running,14,7.0,5
15,"[7, 1]","[6, 1]",1,up,-0.14,running,15,5.0,4
16,"[6, 1]","[6, 2]",4,right,-0.13,running,16,5.0,3
17,"[6, 2]","[6, 3]",4,right,-0.12000000000000001,running,17,5.0,2
18,"[6, 3]","[5, 3]",1,up,-0.11,running,18,3.0,1
19,"[5, 3]","[5, 2]",3,left,-0.12000000000000001,running,19,1.0,2
20,"[5, 2]","[5, 3]",4,right,-0.11,running,20,3.0,1
21,"[5, 3]","[5, 4]",4,right,-0.12000000000000001,running,21,5.0,2
22,"[5, 4]","[4, 4]",1,up,-0.11,running,22,3.0,1
23,"[4, 4]","[4, 3]",3,left,9.9,success,23,3.0,0
