step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[1, 0]","[2, 0]",2,down,-0.21000000000000002,running,1,3.0,11
2,"[2, 0]","[3, 0]",2,down,-0.2,running,2,3.0,10
3,"[3, 0]","[3, 1]",4,right,-0.19,running,3,3.0,9
4,"[3, 1]","[3, 2]",4,right,-0.18,running,4,3.0,8
5,"[3, 2]","[4, 2]",2,down,-0.17,running,5,1.0,7
6,"[4, 2]","[5, 2]",2,down,-0.16,running,6,3.0,6
7,"[5, 2]","[6, 2]",2,down,-0.15000000000000002,running,7,3.0,5
8,"[6, 2]","[6, 3]",4,right,-0.14,running,8,3.0,4
9,"[6, 3]","[7, 3]",2,down,-0.13,running,9,3.0,3
10,"[7, 3]","[8, 3]",2,down,-0.12000000000000001,running,10,3.0,2
11,"[8, 3]","[8, 4]",4,right,-0.11,running,11,1.0,1
12,"[8, 4]","[9, 4]",2,down,9.9,success,12,1.0,0
