step,from_pos,to_pos,action,action_name,reward,status,path_length,min_obstacle_distance,goal_distance
1,"[8, 0]","[7, 0]",1,up,-0.22,running,1,5.0,12
2,"[7, 0]","[6, 0]",1,up,-0.21000000000000002,running,2,4.0,11
3,"[6, 0]","[5, 0]",1,up,-0.2,running,3,3.0,10
4,"[5, 0]","[5, 1]",4,right,-0.19,running,4,2.0,9
5,"[5, 1]","[4, 1]",1,up,-0.18,running,5,2.0,8
6,"[4, 1]","[3, 1]",1,up,-0.17,running,6,2.0,7
7,"[3, 1]","[3, 2]",4,right,-0.16,running,7,1.0,6
8,"[3, 2]","[2, 2]",1,up,-0.15000000000000002,running,8,1.0,5
9,"[2, 2]","[1, 2]",1,up,-0.14,running,9,2.0,4
10,"[1, 2]","[0, 2]",1,up,-0.13,running,10,2.0,3
11,"[0, 2]","[0, 3]",4,right,-0.12000000000000001,running,11,2.0,2
12,"[0, 3]","[0, 4]",4,right,-10.11,collision,12,0.0,1
